Sample_ID,pH,Turbidity_NTU,TDS_mg_L,Total_Hardness_mg_L,Chloride_mg_L,Sulphate_mg_L,Fluoride_mg_L,Nitrate_mg_L,Iron_mg_L,Calcium_mg_L,Magnesium_mg_L,Arsenic_mg_L,Lead_mg_L,Water_Quality,Usage_Class,Drinking_Status,Safe_for_Drinking,TDS_Status,Turbidity_Status,TDS_Recommendation,Turbidity_Recommendation,Severity,Overall_Recommendation,Treatment_Limitation,Lab_Test_Recommended
WQ084251,7.637885813248987,1.2408254697818084,258.8196303778984,74.08953014326343,240.1234186760482,101.662254315701,2.3470052278323,12.351150772110552,0.2197500202500157,95.63106608089174,51.83107526433368,0.0081758608273213,0.0031506076038918,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ050693,7.684166623757257,1.5583707859972271,190.6308950538757,274.0708539493167,152.91296234085974,314.4640406028317,0.9927589898045884,15.169906050215252,0.0745468513734958,81.21657442755394,15.924806289109808,0.0058063649170365,0.0019898445819215,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ049905,7.957068261958707,1.7081186106389676,371.2612016210494,445.1141163735275,461.18089881896327,215.9232353649615,0.6231152162628573,10.271873264369212,0.351286722391265,63.18724357625129,23.33243772378816,0.0029678743584649,0.0076377152172611,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ068686,6.777509261895798,0.8802325560840262,385.9623122858546,73.86475297927585,156.91561835240248,156.15560393367898,0.7402228381853347,4.811633133231414,0.1660153664582287,32.61205433257425,32.98991834744712,0.0059939445617043,0.0205855010989186,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ060675,7.431871597790558,2.474003547500236,411.4851787097677,369.3540142631492,87.12432637896806,500.3672255747026,0.6749988869262341,9.40780392620604,0.1374962404184691,39.65417950901104,20.49439082994787,0.0073209557362933,0.0040593112484209,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ017263,7.247682014317044,0.9556155363358488,997.5095639806348,519.1243727529932,289.15223972943454,78.44551165219303,1.405716893686457,18.00313102888512,0.5595962549689893,96.10520740827928,24.833257078510485,0.003215607400297,0.0020165135980739,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ005121,6.4406707117551925,1.157955417188637,463.8283699647576,194.19441698582872,107.18688831552956,90.41771403124208,0.4338987419738879,43.7601728643412,0.0293522723455886,102.78910269539122,40.889269264559,0.0039380232021536,0.0024212443579062,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ004901,6.984467779037224,2.507194537187375,414.2915689561463,145.03215811389092,410.5828517310428,38.99615989789462,0.430520188166627,24.925545502916997,0.2588018193729365,37.6553056155644,29.533787812826866,0.0168587176163984,0.0017720804246007,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ089088,7.271685820407741,1.1722713905285875,461.0894198731359,155.08918616923694,270.55870149941023,115.99722355899624,1.450351385253715,23.167384285640697,0.0704452936218338,35.71160436356738,36.40669446191809,0.0042824437365994,0.0056996369146979,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ009381,7.1987690359392005,0.9157208330668288,599.4683562720363,93.36829044309704,171.64769474916366,66.58603404413473,0.3725614354908134,11.313388820384262,0.3547473879998343,83.56860415936897,12.66485967361728,0.0052141713258726,0.0033478361221954,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ071110,6.3674074389031965,0.6724752546455764,279.71096899101474,552.250305887296,126.54098913140976,313.5508414338614,0.5612884040543196,18.69234452080932,0.0651179980958359,72.18884279735964,49.88019973210597,0.0128582361952514,0.0057503627831637,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ014034,6.255926332570874,0.2072590432216552,602.8606071149964,162.80638381974646,499.5785038551824,185.9346813881456,0.3610829009277582,45.25171282953468,0.2055313850057173,80.25296108736511,44.51381366288959,0.0040441231857841,0.0013474425728723,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ035935,7.174388046416588,0.7013868762439874,605.8960627427581,44.01836953486885,134.24606880845892,67.75494560335267,0.7512325181836655,18.73888633781649,0.1505635517119109,59.24685497076264,38.20857142017232,0.0043867371239908,0.0027283391460026,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ050763,7.542015024369395,1.483918663097599,266.9730915509058,289.5359415107616,61.47882212817603,205.5574039632648,0.3398083744288893,17.022831641111804,0.6028657575021228,58.9240610416936,18.61305815828341,0.0014848391817323,0.0251691181872534,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ044424,7.889872607971077,3.0361834325587727,427.1277135665542,200.97120423984623,61.45773283946116,214.0538282038207,0.7601837740909057,20.673985145945093,0.0571097803734227,104.93226003847028,21.983306956633232,0.0035796408755904,0.0015398474062125,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ024334,7.43627521682275,0.8374309713387043,287.46938415148765,187.51843278056108,156.65381557548463,47.29373281442541,0.5194946546008773,8.08572289084431,0.1378649165473756,50.45432028159436,45.52763345541686,0.0043781521467166,0.0020133495980322,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ018761,7.380405344890873,1.2969685222923724,670.4598653269585,134.39358195880138,168.7663292600985,202.5310365601809,0.6931632773106378,7.664429357598992,0.111757842653568,28.951503024486303,13.246282774706442,0.0044871054877459,0.0021980276017262,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ091292,6.896854087867859,0.5530180045427908,261.1965111091395,97.34159681823482,33.33959572981872,83.4724465025604,1.163490288527448,43.98475594466894,0.1487561481869217,43.21586440958289,35.03487212723497,0.001063888156485,0.0032647484842265,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ030071,6.57325261624317,1.105523761568677,227.00758384447417,161.7767433359494,321.62235086612736,105.76059862167244,0.5306431718686377,12.40888131058354,0.1375613966126408,27.93330326181564,59.92061998271026,0.0076850820948097,0.0014615157005576,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ058500,6.767129567102476,2.0703321827991696,442.7602152345215,109.8907552072308,147.7947558281559,153.66195943887493,0.4300073929437147,20.716022475970806,0.1092264579997837,47.76060841922219,30.101778426848988,0.0016194982403314,0.0047823666562706,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ035297,6.701070687238802,3.5998503564937416,282.39658691287224,204.42761986352255,92.33905805418206,117.78751965216853,0.32699326804597,40.03141223833785,0.099621677056456,69.84081581367693,27.745714303060105,0.0028874477769607,0.0013121667606295,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ008133,7.354655609850652,0.870134536050313,142.01818725405323,118.39248737706278,503.0329577965008,211.38519070280677,1.41686905199015,9.606758562803014,0.2803223499943471,45.65603605390205,11.485457830602996,0.0008483332439523,0.0054396690086497,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ040491,8.138323820089578,0.8574470123740892,302.7714220860132,204.90553609240985,131.62676977572443,600.0,0.9310445231681008,13.211703012894878,0.1072319898589125,52.76014929294842,19.612328742780555,0.0013511180722114,0.0108700162448616,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ076143,6.770335937014874,1.146232938249983,506.0532593774107,105.69060854981484,170.19477002467238,207.0736409593536,0.692961781612214,16.89181076508446,0.0858317188493366,38.74735818012434,25.16181379599668,0.0041643012727999,0.0016308789118455,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ059302,6.777148399694758,2.4310007543354817,254.3533202072931,272.0946485785927,203.75687749002853,197.7518981683966,0.8481991424080446,10.825615163775668,0.1435412819764786,77.37053375302324,18.06785341417642,0.0026372649369491,0.0018688368789179,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ018506,6.434118088073837,0.623443158398554,386.9090704916652,80.88044438424225,83.86581430358565,212.9147888244036,1.3374727570222544,3.986229088333529,0.1419094920243323,83.24247804772905,14.134740193273863,0.0102498971208589,0.0054853472697522,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ046398,6.972729951343411,2.2621330062833027,842.148276876916,203.32213488307644,97.8006268111084,336.15192151788733,1.2883918197243889,30.158773952713087,0.4576724583349537,75.35302842810326,5.996840381780893,0.0024596231846323,0.0045057791243527,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ027842,7.8781780524669776,0.4681005149329895,429.0017150671591,119.84849041396552,195.87198522636703,125.66201636684043,0.432060335198093,16.20781723478044,0.0755257208696438,78.84445014125042,20.88415519277556,0.0036233492972132,0.0007165206660933,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ027534,6.425555279486523,1.2146159039127036,246.0776665846437,134.89926749977568,47.59732001584317,92.8666592551963,0.7262647824966553,13.372587591766438,0.433381513769954,57.67115269528639,32.78942310100369,0.03,0.0056899523124459,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ024516,7.140872678748073,2.1556077953322816,723.379260529516,424.5732827988125,181.7607983692596,129.11000342370528,0.6009037827526849,11.370909173333862,0.0945670427043466,60.32645508053277,27.121544075300683,0.0042292315921645,0.0051594405823376,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ093854,6.946100730602815,1.0505601649897984,303.6459246722277,102.71760630643745,239.9007556193825,227.40222148576095,0.6565880707030846,23.840712942792504,0.0923037452232845,119.73652378313616,46.268096601036966,0.002480167330918,0.000942381194514,Unsafe,Washing/Cleaning,Permissible only if no alternate source,No,Within acceptable limit (≤500 mg/L),Above acceptable; within permissible limit only without alternate source (≤5 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Clarification/filtration and effective disinfection should be considered before drinking use.,Moderate,Suitable for washing/cleaning under project screening criteria; not classified as acceptable drinking water.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ038693,7.641408369520133,0.6172647544928631,404.778615037246,462.5380171100608,145.84350561785314,174.91772580627628,0.397732583121374,63.08337737619461,0.4377439763310692,21.81135579041246,9.633602273501124,0.0100720947175924,0.0022041202290284,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ012435,6.772725845758234,0.454105264460633,1679.9149969282412,190.48959137404884,89.06397315045693,92.94370606870947,0.3013581093238124,92.10252182330969,0.1346795659055976,85.93612824002331,38.68579246363835,0.0041744159005157,0.0023659361605353,Unsafe,Irrigation/Garden,Permissible only if no alternate source,No,Above acceptable; within permissible limit only without alternate source (≤2000 mg/L),Within acceptable limit (≤1 NTU),TDS exceeds the IS 10500 acceptable limit but is within the permissible limit only in the absence of an alternate source. Investigate the source and consider appropriate treatment. Boiling does not reduce TDS.,Turbidity is within the IS 10500 acceptable limit.,Moderate,"Preliminary irrigation/garden screening only; consider crop, soil, EC/SAR and other irrigation factors.","Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
WQ051837,7.691806112840608,0.9166521007921948,323.5437254765241,172.67677301442933,268.9862390530224,219.3044277352345,0.5157205348421582,8.815992112771683,0.2551858942247936,20.21573254030872,17.10578455704455,0.0165224359644891,0.001818465404403,Unsafe,Drinking,Acceptable drinking-water screening,Yes,Within acceptable limit (≤500 mg/L),Within acceptable limit (≤1 NTU),TDS is within the IS 10500 acceptable limit.,Turbidity is within the IS 10500 acceptable limit.,Low,Suitable for drinking based on monitored TDS and turbidity; this does not certify contaminants these sensors cannot detect.,"Boiling is for microbial disinfection; it does not reduce TDS or remove chemical contaminants. TDS/turbidity sensors cannot detect all pathogens, arsenic, lead or other contaminants.","Yes, for complete drinking-water verification"
